Volley,https://github.com/google/volley
androidsvg,https://github.com/BigBadaboom/androidsvg
minimal-json,https://github.com/ralfstx/minimal-json
ZXing,https://github.com/zxing/zxing
opencsv,http://opencsv.sourceforge.net/
Application icon made by SimpleIcon from www.flaticon.com,https://www.flaticon.com/free-icon/link-symbol-of-two-chains-links-linked_34470
Settings icon made by Gregor Cresnar from www.flaticon.com,https://www.flaticon.com/free-icon/settings_126472
